frame_id,class_name,object_id,track_id,is_3D_complete,in_image_borders,does_overlap,is_front_fish,aspect_ratio,pointcloud_size_ok,fish_3d_ok,overlapping_fish_ids,fish_direction,elevation_deg,azimuth_deg,raw_length,filtered_length,spine_length,gt,abs_error_cm,rel_error_%,fish_dist_from_camera
frame_378,0,255,1,1,False,False,True,4.825064821964368,True,True,[],[    0.20214     0.31705     0.92662],7.707825204261002,42.98118507406805,1.5015673748749792,0.275413924199788,0.2697793468932791,33.5,5.958607580021202,17.78688829857075,1.751062613604709
frame_378,0,127,6,1,False,False,True,3.282644125028735,True,True,[],[   -0.13024     0.29354     0.94703],0.6912373761119797,-31.017733570734872,1.5847153753211125,0.3072859375554642,0.3174220437540112,33.5,2.7714062444535834,8.272854461055474,1.300114328776333
frame_379,0,255,1,1,False,False,True,4.625577759305015,True,True,[],[    0.20645     0.31913     0.92495],9.107087427888352,43.08728992952906,1.4577820142259006,0.2670647515426201,0.2632876460242983,33.5,6.793524845737986,20.27917864399399,1.7559779411984018
frame_379,0,127,6,1,False,False,True,3.2850500660480204,True,True,[],[     -0.135     0.29788     0.94501],1.203641185814603,-30.437555288323622,1.5610144089008686,0.3037091623931722,0.3160426004472692,33.5,3.129083760682777,9.340548539351571,1.2979270572292194
frame_380,0,255,1,1,False,False,True,4.461039314122879,True,True,[],[    0.18974     0.30448     0.93343],6.835631156180776,42.68383277737544,1.4952136445584772,0.2638999371734608,0.2626334655255085,33.5,7.110006282653919,21.22389935120573,1.751764698568003
frame_380,0,127,6,1,False,False,True,3.34086763906054,True,True,[],[   -0.14104     0.29988     0.94349],0.8563100831888404,-30.461328487715107,1.5623513740742685,0.3077088367080778,0.3178164185760725,33.5,2.7291163291922214,8.146615908036482,1.2968773875528945
frame_381,0,255,1,1,False,False,True,4.183564511618848,True,True,[],[    0.18408     0.30163     0.93549],6.884358277672243,42.8981972275816,1.9121034171886424,0.2645062327474337,0.2639353518624222,33.5,7.049376725256634,21.042915597781,1.75123425914213
frame_381,0,127,6,1,False,False,True,3.442081216987198,True,True,[],[   -0.15592     0.30761     0.93865],0.750385031562706,-30.48159578369777,1.5764758500439775,0.3156757049925374,0.3233880351268398,33.5,1.9324295007462575,5.768446270884351,1.2949794730651727
frame_382,0,255,1,1,False,True,False,4.096077636948205,True,False,[6],[     0.1887     0.30581      0.9332],67.79250274509697,56.613573762353816,1.9522906615858877,1.804238301339642,1.7841004577505604,33.5,146.92383013396423,438.57859741481866,1.83925432263798
frame_382,0,127,6,1,False,True,True,3.6318780813503153,True,False,[1],[   -0.13113     0.29326       0.947],0.7785613269952412,-30.667471620738933,1.5999550310450714,0.3186203222745143,0.3260478712912598,33.5,1.6379677725485708,4.88945603745842,1.294228541860102
frame_383,0,255,1,1,False,True,False,4.0517235702383,True,False,[6],[    0.17653     0.30207      0.9368],68.52320607838146,58.23028801928453,1.9476325618063164,1.9436172879127245,1.9439813138066944,33.5,160.86172879127244,480.1842650485744,1.8507358136288885
frame_383,0,127,6,1,False,True,True,3.567023172779296,True,False,[1],[   -0.13065     0.28778     0.94874],-0.547092897707477,-31.23765463760476,1.5170001473762775,0.3191794824547658,0.3270195887995194,33.5,1.5820517545234225,4.722542550816187,1.2912880877840982
frame_384,0,255,1,1,False,True,False,3.905128599849404,True,False,[6],[    0.16184     0.30186     0.93951],8.369611268198692,43.138608181920986,1.933297374738208,0.2990757755931575,0.3002105422728425,33.5,3.592422440684251,10.723649076669409,1.7562286908123037
frame_384,0,127,6,1,False,True,True,3.50195369094112,True,False,[1],[   -0.11941     0.28774     0.95023],-1.1666289562843553,-31.097329488836493,1.5522743041992275,0.3169980028914733,0.3253155301115828,33.5,1.800199710852668,5.373730480157217,1.2886693670646785
frame_385,0,255,1,1,False,True,False,4.613605237137501,True,False,[6],[    0.17614     0.31568     0.93237],10.174081720991945,43.80321942475378,1.4939305350385983,0.2740992498839632,0.2727042557599961,33.5,6.09007501160368,18.17932839284681,1.753722851303134
frame_385,0,127,6,1,False,True,True,3.5088854488303647,True,False,[1],[   -0.10975     0.27613     0.95483],-0.8011094871017459,-31.08887394989073,1.498822895869169,0.3181852219243519,0.3240425893215186,33.5,1.6814778075648074,5.019336738999424,1.2882720126564051
frame_386,0,255,1,1,False,True,False,4.818017846743696,True,False,[6],[    0.13585     0.29917     0.94448],70.58982729578427,64.81262079045925,1.936851894891308,1.936080978402972,1.934717153948146,33.5,160.10809784029718,477.9346204187975,1.8167944438512933
frame_386,0,127,6,1,False,True,True,3.4775105307590986,True,False,[1],[   -0.10326     0.27509     0.95586],-0.7701510483483036,-30.865292585286674,1.5749420525044855,0.3068246384079945,0.3178749563513858,33.5,2.8175361592005457,8.410555699106107,1.2858553821765286
frame_387,0,255,1,1,False,True,False,4.781906153153537,True,False,[6],[     0.1507     0.31688     0.93642],9.235313872146666,44.79087592138209,1.877532831810789,0.2764553031081902,0.2654404604489478,33.5,5.85446968918098,17.476028922928297,1.7513126421893197
frame_387,0,127,6,1,False,True,True,3.2813064403762664,True,False,[1],[   -0.12406      0.2837     0.95085],-1.1453274370419384,-31.29428850711164,1.521969631866227,0.3158971394201384,0.3247954298495404,33.5,1.91028605798616,5.702346441749731,1.2842276548524754
frame_388,0,255,1,1,False,True,False,4.261159862077353,True,False,[6],[    0.10909     0.28654     0.95184],72.08483088019007,67.91430898326674,1.9344509678659263,1.73751284807902,1.7122461738116168,33.5,140.251284807902,418.6605516653791,1.739439096779659
frame_388,0,127,6,1,False,True,True,3.3539454792434475,True,False,[1],[   -0.10923     0.27945     0.95393],-0.9159482419071614,-30.93836590214389,1.5154489508660165,0.3159153004003879,0.3242251551762248,33.5,1.908469959961212,5.696925253615558,1.2820329399753163
frame_389,0,255,1,1,False,False,True,1.0789474278538875,True,False,[],[   0.025761     0.20198     0.97905],7.921855532549955,42.60652977116604,1.917328843264264,0.2978256889854788,0.2966367465732555,33.5,3.717431101452124,11.09680925806604,1.7474961651516665
frame_390,0,255,6,1,False,False,True,1.9276429157160433,True,True,[],[  -0.049442     0.20058     0.97843],-2.1081868325055693,-30.93155825905553,1.9430315430423275,0.315239699660173,0.3238745790926048,33.5,1.9760300339826955,5.898597116366255,1.280343106560475
frame_391,0,255,6,1,False,False,True,3.1804083371950016,True,True,[],[   -0.12072     0.28266     0.95159],-1.952057947987264,-30.956796709367243,1.9553690994311128,0.3100291534314574,0.3196219695865327,33.5,2.497084656854259,7.453984050311221,1.278403929672706
frame_392,0,255,1,1,False,True,False,2.6952378189197743,True,False,[6],[  -0.081533     0.20099      0.9762],1.7308668499477584,54.66678945934471,1.9535620709686312,0.1616849394018177,0.1579019239582492,33.5,17.33150605981823,51.73583898453204,1.7322885193459516
frame_392,0,127,6,1,False,True,True,3.227021212486605,True,False,[1],[   -0.12057     0.28398     0.95122],-2.443604550797612,-30.785712513250616,1.952776880784967,0.3169364525312536,0.3242416649646497,33.5,1.8063547468746444,5.392103722013864,1.2772334676186825
frame_393,0,255,1,1,False,False,True,2.717365428884771,True,True,[],[  -0.073643     0.25124     0.96512],2.817494883265266,53.81722571480636,1.88835273253348,0.1703839302216335,0.1665858693339988,33.5,16.46160697783665,49.13912530697508,1.7344390460512458
frame_394,0,255,6,1,False,True,True,3.240866428306352,True,False,[1],[   -0.12926     0.28264     0.95048],-3.755095649343624,-31.110200886398065,1.975391384635545,0.3167349563658745,0.3219832884210699,33.5,1.8265043634125453,5.452251831082226,1.2743707791797891
frame_394,0,127,1,1,False,True,False,2.8650693335962227,True,False,[6],[    -0.1113     0.17666     0.97796],-2.3011064593590818,51.1440592570127,1.944066065304841,0.1797445160172207,0.1752767654887393,33.5,15.525548398277923,46.344920591874406,1.7295255517579062
frame_395,0,255,1,1,False,False,True,2.9188597793314575,True,True,[],[  -0.061022     0.25062     0.96616],0.213024503748937,50.41464886854399,1.7983381247415866,0.1895348842632818,0.187633461929448,33.5,14.546511573671816,43.42242260797557,1.7226452742205909
frame_396,0,255,1,1,False,False,True,3.028388475302886,True,True,[],[  -0.064245      0.2329     0.97038],3.091526351226089,49.89770439700013,1.815274226184982,0.1956993118762446,0.1941100322818403,33.5,13.930068812375534,41.58229496231503,1.7196821409538026
frame_397,0,255,6,1,False,True,True,3.191890663830336,True,False,[1],[   -0.10423     0.27535     0.95568],-4.4325000739648575,-31.385523870445308,1.969456459822018,0.3165488390545104,0.3244480640157035,33.5,1.84511609454896,5.507809237459582,1.270851237783439
frame_397,0,127,1,1,False,True,False,3.051562251350017,True,False,[6],[  -0.013983     0.27611     0.96102],2.520033074032494,48.92020711060487,1.5482993564172636,0.2009404362809128,0.2010686994779341,33.5,13.40595637190872,40.0177802146529,1.7167923836236847
frame_398,0,255,6,1,False,True,True,3.183729051298066,True,False,[1],[   -0.12426       0.288     0.94953],-4.214098338888057,-31.69222162220385,1.9122208361842168,0.3140518979945927,0.3227075115252947,33.5,2.094810200540731,6.253164777733525,1.271042185967717
frame_398,0,127,1,1,False,True,False,3.195121787546308,True,False,[6],[  -0.054461     0.27936     0.95864],1.6325843915413274,46.57839517314843,1.7289079542525465,0.2097037172743523,0.2088218103010322,33.5,12.529628272564764,37.40187544049184,1.7138013801209733
frame_399,0,255,6,1,False,True,True,3.223959883599371,True,False,[1],[  -0.089236     0.26289     0.96069],-6.131781051898297,-32.09661669320262,1.9285704364967085,0.3187649137702394,0.3275848030262138,33.5,1.6235086229760554,4.846294396943448,1.2683289630226993
frame_399,0,127,1,1,False,True,False,3.3046707678786222,True,False,[6],[   -0.10756     0.25939     0.95976],0.1179274804323252,44.17855945930113,1.752884125102107,0.2146248969726093,0.2146834430383315,33.5,12.037510302739069,35.932866575340505,1.7121101657473996
frame_400,0,255,6,1,False,True,True,3.200634714230202,True,False,[1],[   -0.11394     0.27963     0.95332],-5.738569710283439,-32.29083268780147,1.926406382002684,0.3161594377921405,0.3241293257827211,33.5,1.8840562207859517,5.624048420256571,1.2673724213409006
frame_400,0,127,1,1,False,True,False,3.506097908784424,True,False,[6],,4.606369603514959,43.53634870984716,-1.0,0.2269371642920671,0.2252538727731099,33.5,10.80628357079329,32.257562897890416,1.7139649360607832
frame_401,0,255,6,1,False,True,True,3.176811837517137,True,False,[1],[   -0.08644     0.27177     0.95847],-4.81981719151955,-32.51465576016513,1.8807827979050225,0.3119476032427694,0.3214162047583705,33.5,2.3052396757230644,6.881312464844969,1.2676439331766622
frame_401,0,127,1,1,False,True,False,3.6783921199916354,True,False,[6],[   -0.10925     0.21816     0.96978],10.87136918494565,42.7904249149534,1.8203204868618508,0.2373923751655675,0.2370121647904267,33.5,9.760762483443248,29.1366044281888,1.7200235660528502
frame_402,0,255,6,1,False,True,True,3.1786464208889282,True,False,[1],[  -0.087941     0.26687     0.95971],-6.740070655316369,-32.75549034718773,1.9605850045343416,0.3132522032209701,0.3227320732716329,33.5,2.1747796779029938,6.491879635531325,1.26545107009506
frame_402,0,127,1,1,False,True,False,3.6439315792711353,True,False,[6],[ -0.0033844     0.28544     0.95839],8.581424219799965,40.88186246367058,1.952530227122236,0.2444513614283102,0.2423759570356927,33.5,9.054863857168971,27.02944434975813,1.7162751865713564
frame_403,0,255,6,1,False,True,True,3.1340348449514295,True,False,[1],[  -0.089527     0.27028     0.95861],-6.801101878495347,-33.30379565144618,1.926296097340033,0.3093948983089447,0.3194767187414224,33.5,2.5605101691055343,7.643313937628461,1.2658269677305511
frame_403,0,127,1,1,False,True,False,3.760664876571009,True,False,[6],[  -0.063232     0.26156     0.96311],4.155259212127582,38.62499445174667,1.9641171507342223,0.2531801309560046,0.2519013787796236,33.5,8.18198690439954,24.423841505670268,1.7121137199995795
frame_404,0,255,6,1,False,False,True,3.139590955482479,True,True,[],[  -0.082245      0.2635     0.96115],-7.182497541537723,-33.45909883663461,1.915827562631345,0.3154140821300886,0.3212195831993698,33.5,1.9585917869911371,5.846542647734738,1.2649324455488635
frame_405,0,255,1,1,False,False,True,3.7063104971272187,True,True,[],[  -0.047913     0.28155     0.95835],9.558414520969912,38.23090324379963,1.525936830450527,0.2624600037898866,0.2612577728748471,33.5,7.253999621011337,21.65373021197414,1.7159917067645605
frame_405,0,127,6,1,False,False,True,3.1403444436187256,True,True,[],[  -0.078983     0.27051     0.95947],-7.121047239453097,-33.09978056849243,1.974657948426224,0.3106562479110285,0.3216796829394798,33.5,2.434375208897149,7.2667916683497,1.2641752198395166
frame_407,0,255,1,1,False,False,True,3.960840088281562,True,True,[],[   -0.03257     0.28495     0.95799],8.268869070399022,37.77754795361931,1.5423247695864448,0.270517414488083,0.2674475595454063,33.5,6.448258551191705,19.248532988631958,1.7134561670475266
frame_411,0,255,1,1,False,False,True,4.234170787721341,True,True,[],[  -0.093788     0.28109     0.95509],10.942400779751956,42.04181358397475,1.5464439104251215,0.2801124267393174,0.2720610783413018,33.5,5.488757326068256,16.38435022706942,1.719121072152806
frame_411,0,127,6,1,False,False,True,3.1127741846421952,True,True,[],[   -0.11898     0.29035      0.9495],58.18855815763993,121.99567148791124,1.7452459578489272,1.0535718533187703,0.983453575852962,33.5,71.85718533187703,214.49906069217027,1.2740925594746848
frame_412,0,255,1,1,False,False,True,4.347781178619964,True,True,[],[  -0.071256     0.29379     0.95321],9.31644111975214,41.43164730224915,1.8894221935892288,0.2767913670927066,0.2759055091809977,33.5,5.820863290729345,17.375711315609983,1.714719044294197
frame_412,0,127,6,1,False,False,True,3.0845890204844046,True,True,[],[   -0.14687     0.30096     0.94226],67.24944281083071,116.30235407176332,1.5533158255997146,1.363801742649028,1.2990989394102266,33.5,102.88017426490282,307.10499780568006,1.2927572922857538
frame_413,0,255,1,1,False,False,True,4.209325571310858,True,True,[],[   -0.10018     0.27755     0.95547],8.490966736414705,41.35071290313035,1.9440786565264097,0.2806771997450574,0.2782324960485843,33.5,5.432280025494257,16.21576127013211,1.7160021115270296
frame_413,0,127,6,1,False,False,True,3.1857613300107523,True,True,[],[   -0.10929      0.2842     0.95252],69.87620753945811,111.94022568056636,1.7410895348152609,1.398365857680471,1.3909610841865847,33.5,106.3365857680471,317.4226440837227,1.2937216270906189
frame_414,0,255,1,1,False,False,True,4.223629316564862,True,True,[],[  -0.089455     0.28065     0.95563],9.164011812858536,42.04452226108211,1.5052239242784446,0.2768101259697619,0.2756464082497429,33.5,5.818987403023806,17.370111650817332,1.7156299110030144
frame_414,0,127,6,1,False,False,True,3.202790964337853,True,True,[],[   -0.13598     0.29174     0.94678],68.4520141191623,114.1950025509928,1.9725084155527075,1.3822702143372128,1.3652498970181106,33.5,104.72702143372128,312.6179744290187,1.29295163063287
frame_415,0,255,1,1,False,False,True,4.178597702322191,True,True,[],[  -0.044368     0.30458     0.95145],9.878576709221722,43.40947459614325,1.5696974700267197,0.2745308521549907,0.2730649412804476,33.5,6.046914784500928,18.05049189403262,1.7164266518972056
frame_416,0,255,6,1,False,False,True,3.0830778665463527,True,True,[],[   -0.14381     0.29585     0.94435],-2.8294266068361957,-30.23923832085228,1.7296048731412852,0.3028327160768287,0.3104796941769325,33.5,3.2167283923171306,9.60217430542427,1.2572904357454653
frame_416,0,127,1,1,False,False,True,4.200486456453631,True,True,[],[  -0.047464     0.31291      0.9486],10.91168730157214,44.61825585871465,1.5607946085605222,0.2749890854035698,0.2735782763255457,33.5,6.001091459643021,17.91370584968066,1.718488646132074
frame_417,0,255,6,1,False,False,True,3.1798146175037894,True,True,[],[   -0.15357      0.3075     0.93908],-2.0777889289800817,-30.405278687590314,1.5005886220006353,0.3062801054322996,0.3147445979596657,33.5,2.8719894567700357,8.573102856029955,1.2566058494503942
frame_417,0,127,1,1,False,False,True,4.153646648765941,True,True,[],[  -0.072561     0.31136     0.94752],8.594991321891586,45.03560279711838,1.45077185119026,0.2727800495374129,0.2712988517681719,33.5,6.221995046258705,18.573119541070763,1.716160981850305
frame_418,0,255,6,1,False,False,True,3.196928850354923,False,True,[],[  -0.076428     0.26468      0.9613],-1.0,-1.0,-1.0,-1.0,0.3055227171182749,33.5,,,1.2607828742792486
frame_418,0,127,1,1,False,False,True,4.11627945927822,True,True,[],[  -0.088244     0.30494     0.94827],11.413512152988382,47.72467486421719,1.4759720108457894,0.2735255294905844,0.2722367848269328,33.5,6.147447050941563,18.35058821176586,1.7185058275008585
frame_419,0,255,6,1,False,False,True,3.1821799092627985,True,True,[],[   -0.10458       0.276     0.95545],71.3045723402415,117.53073534840723,1.66794920698016,1.462632877303104,1.4946084755349798,33.5,112.7632877303104,336.6068290457027,1.306311672148002
frame_419,0,127,1,1,False,False,True,4.1325348367907955,True,True,[],[   -0.11335     0.29326     0.94929],11.332579017257446,48.789541863824304,1.5719961702836742,0.2719355103693012,0.2713104664637679,33.5,6.306448963069883,18.825220785283232,1.7186370273966254
frame_420,0,255,6,1,False,False,True,3.1229234767208625,True,True,[],[   -0.17918     0.31692     0.93137],-1.513674306859454,-30.19675687281673,1.5589286628998538,0.2975754260087836,0.3049907821385704,33.5,3.742457399121641,11.171514624243702,1.2564975077307472
frame_420,0,127,1,1,False,False,True,4.069767525014451,True,True,[],[   -0.13399     0.27805     0.95118],10.89347154434973,49.245205967903495,1.5498239737716328,0.2688014150360375,0.2670146708888964,33.5,6.619858496396253,19.76077163103359,1.7169380147506128
frame_421,0,255,1,1,False,False,True,4.093023104094418,True,True,[],[  -0.093426     0.30248     0.94857],12.228171288219617,49.55885242325179,1.58567806324689,0.2733425680485161,0.2720682850098713,33.5,6.165743195148393,18.405203567607145,1.7178224340990305
frame_422,0,255,6,1,False,False,True,3.35049208499805,True,True,[],[   -0.12869     0.28251     0.95059],64.38328428145726,121.43781817399758,1.4728157710128396,0.9750191001269964,1.1186634112320657,33.5,64.00191001269964,191.05047764984965,1.2766798856644437
frame_422,0,127,1,1,False,False,True,4.166666334843855,True,True,[],[   -0.13916     0.27758     0.95057],8.856572238601052,48.084990356242784,1.5775801436523955,0.2689666851842301,0.2656679386178148,33.5,6.603331481576985,19.711437258438764,1.7153932540985997
frame_423,0,255,6,1,False,False,True,3.2676897185900966,True,True,[],[   -0.16633     0.30973     0.93616],56.69827745214749,128.9144972411357,1.4830052375994434,0.8610249932878709,0.943586174419667,33.5,52.60249932878709,157.02238605608088,1.278334149412605
frame_423,0,127,1,1,False,False,True,4.142856785038996,True,True,[],[   -0.15552      0.2725      0.9495],10.89400598594081,48.5856603721361,1.5520417444129564,0.2707968751180081,0.268360667424268,33.5,6.420312488199192,19.165111905072216,1.7176292484027174
frame_424,0,255,1,1,False,False,True,4.166666334843855,True,True,[],[   -0.16563     0.27045     0.94838],16.35225968411184,50.10554608171427,1.53631322127687,0.2776501376024623,0.2762036043660644,33.5,5.73498623975377,17.119361909712747,1.7167456350745736
frame_425,0,255,6,1,False,False,True,3.1922817128872203,True,True,[],[   -0.13267     0.29368     0.94665],-5.022595656059235,-30.438150197539183,1.5173851849861977,0.30656626443615,0.3187259778201133,33.5,2.843373556385004,8.487682257865682,1.247787424454884
frame_425,0,127,1,1,False,False,True,4.127607222460994,True,True,[],[   -0.13973     0.28559     0.94811],14.597336849441373,49.00715041812888,1.478025014686564,0.2715156420146205,0.2698367319606538,33.5,6.348435798537949,18.95055462250134,1.717346646427329
frame_426,0,255,1,1,False,False,True,3.9838710274136298,True,True,[],[   -0.13593     0.28774     0.94801],12.96082041750322,48.47081156547372,1.5747061868301968,0.2686109694999252,0.2656113289886821,33.5,6.638903050007477,19.81762104479844,1.713045215302236
frame_427,0,255,1,1,False,False,True,4.041969890705205,True,True,[],[   -0.12947     0.29898     0.94544],15.83205457912019,49.72065864273026,1.5221548899100112,0.2734278783142271,0.271474209891434,33.5,6.157212168577287,18.379737816648618,1.7149273979506303
frame_428,0,255,1,1,False,False,True,3.923274109815961,True,True,[],[   -0.13401     0.30116     0.94411],13.681489308668452,48.51712429734915,1.5399288839294334,0.2745300192992909,0.2739475384608523,33.5,6.046998070070914,18.05074050767437,1.7113728234480168
frame_429,0,255,1,1,False,False,True,4.068784853933099,True,True,[],[   -0.12565     0.30746     0.94323],14.932330579705742,50.120352113246746,1.5836870660969584,0.2700810010886797,0.2706376575011583,33.5,6.491899891132031,19.37880564517024,1.7107094347707883
frame_430,0,255,6,1,False,False,True,3.1550454897858278,False,True,[],[   -0.11233     0.27624      0.9545],-1.0,-1.0,-1.0,-1.0,1.0318399369284843,33.5,,,1.2506177726568175
frame_430,0,127,1,1,False,False,True,3.8469582294572473,True,True,[],[   -0.12265     0.30498     0.94443],16.541520542499242,51.42331533276312,1.5671607093872704,0.2675276822668072,0.2687445595838585,33.5,6.747231773319279,20.14099036811725,1.709372114337666
frame_431,0,255,1,1,False,False,True,3.9333332614027117,True,True,[],[   -0.13162     0.30758     0.94237],19.29718324761594,52.680501224399954,1.5914508827470393,0.2723146055016478,0.2719693555034768,33.5,6.26853944983522,18.71205805920961,1.7101744696886645
frame_432,0,255,1,1,False,False,True,4.034835215193289,True,True,[],[   -0.16343     0.29321     0.94198],19.22497016785755,50.761040451058896,1.6184112750937902,0.2955983358712852,0.2953984794070297,33.5,3.940166412871476,11.761690784690977,1.7078014632199434
frame_433,0,255,6,1,False,False,True,3.1619278055539826,True,True,[],[   -0.16813      0.3144     0.93428],-4.063107577105265,-29.178944913489453,1.4607165911204525,0.3107408091158277,0.3177662826240273,33.5,2.425919088417233,7.241549517663381,1.2379296259465715
frame_433,0,127,1,1,False,False,True,4.1308298571217925,True,True,[],[   -0.14625     0.30973     0.93951],19.53511655347648,50.355462297523104,1.6099572523875052,0.2963520000743287,0.2953309901832374,33.5,3.8647999925671295,11.536716395722776,1.7074468128891436
frame_434,0,255,1,1,False,False,True,3.956675176823005,True,True,[],[   -0.16306     0.29408     0.94177],21.81963260124424,50.060941328935776,1.6111624037320562,0.2940651278474057,0.2930245996446333,33.5,4.093487215259428,12.219364821669934,1.7045127088227523
frame_435,0,255,1,1,False,False,True,3.9649120073917765,True,True,[],[   -0.14967     0.29826     0.94268],23.315677413266076,49.35565777451068,1.6175043741225696,0.2957511761859306,0.2974350540859363,33.5,3.924882381406941,11.716066810169972,1.701302356342984
frame_436,0,255,6,1,False,False,True,2.9850788553030134,True,True,[],[   0.023136     0.17417     0.98444],-3.818838693346552,-29.349310443758533,1.625445331965156,0.3197322579686189,0.3218490690493556,33.5,1.5267742031381093,4.557534934740625,1.234422208783884
frame_436,0,127,1,1,False,False,True,3.8641092666467,True,True,[],[   -0.14567     0.29215     0.94521],25.678987493154835,50.14260174736978,1.6206060255232138,0.2621999266693393,0.2630751627135798,33.5,7.280007333066068,21.73136517333155,1.6957058340536926
frame_437,0,255,1,1,False,False,True,3.8781035615481443,True,True,[],[   -0.16188     0.28631     0.94436],28.41555979170273,47.37462110142712,1.6268389753507322,0.2891415585600284,0.2960367325345607,33.5,4.585844143997159,13.689086997006443,1.6966645781834369
frame_438,0,255,6,1,False,False,True,3.257171082294269,True,True,[],[  -0.020364     0.24382     0.96961],75.80416620081688,103.60327044010197,2.0015533537533674,1.7505530178808195,1.299028782308196,33.5,141.55530178808198,422.5531396659163,1.2783235237227466
frame_438,0,127,1,1,False,False,True,4.076699581818554,True,True,[],[   -0.14816     0.28553     0.94685],29.10511635246362,46.251866982862445,1.5441703186002171,0.2641443530880377,0.2650252919384555,33.5,7.085564691196228,21.15093937670516,1.6920417280551978
frame_439,0,255,6,1,False,False,True,3.2678912125836104,True,True,[],[  0.0014039     0.23378     0.97229],77.06317699493464,97.78190720698512,1.9441865996357863,1.943125145850899,1.8502098201710155,33.5,160.81251458508987,480.0373569704175,1.28040558055994
frame_439,0,127,1,1,False,False,True,3.8914726719771533,True,True,[],[    -0.1706     0.27565       0.946],33.8955503509153,45.62532212498574,1.6095253675872756,0.2704859670868637,0.2742203378843166,33.5,6.4514032913136345,19.25792027257801,1.694667895993601
frame_440,0,255,6,1,False,False,True,3.2401370678325168,True,True,[],[  -0.028417     0.24459     0.96921],-2.843485934845576,-29.97400267287039,1.9939020904715952,0.3062683292863931,0.3209111880333073,33.5,2.8731670713606885,8.576618123464742,1.2288444130500993
frame_440,0,127,1,1,False,False,True,4.001678218903299,True,True,[],[   -0.16582     0.26643     0.94948],35.620442817114295,43.358482256940086,1.6679043362689698,0.2517821437085084,0.2527404949907951,33.5,8.321785629149165,24.841151131788557,1.6840993064212753
frame_441,0,255,6,1,False,False,True,3.298645173417668,True,True,[],[  -0.011082     0.24069     0.97054],77.45682992663168,79.00604593684552,1.86240906600286,1.7972630348160343,1.763549175853564,33.5,146.22630348160342,436.4964283032938,1.2833759840238694
frame_441,0,127,1,1,False,False,True,4.035026230133942,True,True,[],[   -0.16685      0.2645     0.94984],38.11148867245702,40.39090904998406,1.6457282193280027,0.2532506423322017,0.2584246592420799,33.5,8.174935766779829,24.40279333367113,1.6856783761782614
frame_442,0,255,6,1,False,False,True,3.2521508098531866,True,True,[],[  -0.073514     0.27422     0.95885],-4.254689138104236,-30.275908187868197,1.85335125611641,0.3096551909611498,0.3221620169613304,33.5,2.5344809038850222,7.565614638462753,1.2247031648615934
frame_442,0,127,1,1,False,False,True,4.012121482252101,True,True,[],[   -0.17566     0.25249     0.95152],40.715390228298055,36.18955695200192,1.6413702218127404,0.2732434436119542,0.2723882666717802,33.5,6.175655638804583,18.434792951655474,1.681124179730556
frame_443,0,255,6,1,False,False,True,3.0425170633588996,True,True,[],[  -0.027537     0.24141     0.97003],70.48428441768387,108.4695018720478,1.9348832966511804,1.3828997495145825,1.0649799580925463,33.5,104.78997495145823,312.80589537748733,1.2402281112511782
frame_443,0,127,1,1,False,False,True,3.9023843858194533,True,True,[],[   -0.23647     0.25381      0.9379],41.60554161644525,31.322598906560724,1.5098933031511408,0.299829081433673,0.2982850939711338,33.5,3.517091856632698,10.498781661590142,1.680838273894509
frame_444,0,255,6,1,False,False,True,3.2796288347727454,True,True,[],[ -0.0009264     0.23592     0.97177],-4.323230589345903,-29.72922743638965,1.889971708976833,0.3067963788317335,0.3190169984308527,33.5,2.8203621168266526,8.418991393512396,1.223183869839377
frame_444,0,127,1,1,False,False,True,3.986147689508479,True,True,[],[   -0.21173     0.24787     0.94537],42.31014815956647,27.87220949843818,1.5108597797061185,0.3013971198386064,0.3034319915269726,33.5,3.3602880161393625,10.030710495938395,1.677298864411237
frame_445,0,255,1,1,False,False,True,3.87029726269707,True,True,[],[   -0.21223     0.23544     0.94844],46.4780031716039,29.556917990814007,1.64090215058858,0.2591913491391656,0.2643600632729954,33.5,7.580865086083438,22.62944801815952,1.6737533993707725
frame_446,0,255,6,1,False,False,True,3.262566227214597,True,True,[],[  -0.049773     0.27223     0.96094],-1.1411324267244054,-30.992377960026943,1.8888865270137232,0.3100846724758372,0.3127217063985287,33.5,2.491532752416276,7.437411201242614,1.221995010157507
frame_447,0,255,6,1,False,False,True,3.2761078445826226,True,True,[],[  -0.025411     0.24931     0.96809],-4.135404445509318,-30.565227116104936,1.9659738310196269,0.3163829495233713,0.3233516663826944,33.5,1.861705047662865,5.557328500486164,1.2202039153076882
frame_448,0,255,6,1,False,False,True,3.2490484934167188,True,True,[],[  -0.013662     0.23219     0.97257],-3.9100614989017113,-29.29901193643717,1.9400128653539783,0.3152052767018768,0.3185915204505969,33.5,1.979472329812321,5.908872626305435,1.220755274856557
frame_449,0,255,1,1,False,False,True,3.992459627385717,True,True,[],[   -0.24713     0.21676     0.94443],53.714482741368194,15.309715147750454,1.7050927754503231,0.266469756959273,0.2590875478193638,33.5,6.853024304072703,20.4567889673812,1.65741801058856
frame_450,0,255,6,1,False,False,True,3.259191390133485,True,True,[],[  0.0074816     0.22214     0.97499],-4.402505313779371,-29.890564227487413,2.006207509155578,0.3151003497660965,0.3211611749574727,33.5,1.9899650233903496,5.940194099672686,1.218166767774132
